property_name,Property_Type,society,sector,price,Price_Per_SQFT,bedRoom,bathroom,balcony,address,floorNum,agePossession,description,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
3 BHK Flat in Sector-33 Sohna,flat,central park flower valley,sector 33,2.5,13270.0,3.0,3.0,2,"Sohna, Sector-33 Sohna, Gurgaon, Haryana",1.0,Under Construction,Best in class property available at sohna location in gurgaon,2093.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3 BHK Flat in Sector 65 Gurgaon,flat,m3m heights,sector 65,2.44,13300.0,3.0,3.0,2,"Sector 65 Gurgaon, Gurgaon, Haryana",7.0,Under Construction,"Gurgaon sector 65 is a prime location in gurgaon, india. It is known for its well-Planned infrastructure, modern amenities, and proximity to major commercial centres. The area is well-Connected to major transportation networks, making it easily accessible from other parts of the city. Additionally, the region has a thriving real estate market, with a variety of residential and commercial properties available for rent or purchase. The locality is also home to several prestigious educational institutions, healthcare facilities, and recreational centres, making it an ideal place for families, students, and professionals alike.",1654.0,0.0,0.0,0.0,0.0,0.0,1.0,119.0
3 BHK Flat in Sector 76 Gurgaon,flat,corona gracieux,sector 76,1.05,5949.0,3.0,3.0,3+,"Sector 76 Gurgaon, Gurgaon, Haryana",7.0,Relatively New,"This is a 5 year old flat available for immediate sale. All wood work done with modular kitchen etc.
Price is slightly negotiable for genuine buyers",1597.0,0.0,0.0,0.0,0.0,0.0,2.0,45.0
1 BHK Flat in Sohna,flat,mvn athens,sector 1,0.24,784.0,1.0,1.0,1,"10/1204, Sohna, Gurgaon, Haryana",12.0,Relatively New,"It has a huge balcony with great view and fully furnished, including fully redone toilet.",378.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3 BHK Flat in Sushant Lok Phase 1,flat,silverglades hightown residences,sector 43,4.2,19767.0,3.0,4.0,2,"Sushant Lok Phase 1, Gurgaon, Haryana",7.0,Under Construction,"We are the proud owners of this 3 bhk apartment available in silverglades hightown residences, sushant lok phase 1, gurgaon. This it is a and the unit is located on 7th floor and has a super built-Up area of 2150 sq.Ft. . It has 3 bathroom(s) and 2 balcony(s). The ownership is freehold type.",2124.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2 BHK Flat in Sector 63A Gurgaon,flat,signature global city 63a,sector 63,1.4,11336.0,2.0,2.0,2,"Sector 63A Gurgaon, Gurgaon, Haryana",3.0,Under Construction,This is located at golf course extension road,1372.0,0.0,0.0,0.0,0.0,1.0,1.0,58.0
2 BHK Flat in Sector 95A Gurgaon,flat,signature the roselia,sector 95,0.45,879.0,2.0,2.0,2,"Sector 95A Gurgaon, Gurgaon, Haryana",2.0,New Property,"Property on patauddi road, near dwraka express way, near nh 8,near kmp",632.0,0.0,0.0,0.0,0.0,0.0,2.0,49.0
2 BHK Flat in Sector 89 Gurgaon,flat,smart world gems,sector 89,1.0,9007.0,2.0,2.0,3,"O-101c, Sector 89 Gurgaon, Gurgaon, Haryana",3.0,New Property,"New property,near dwaraka expressway,near by airpot,near by all amenities available,near to pataudi road and delhi jaipur highway, 
Terrece one office room in basement is cherry on the cake.",1233.0,1.0,0.0,0.0,0.0,1.0,1.0,99.0
3 BHK Flat in Sector 104 Gurgaon,flat,ats triumph,sector 104,2.0,8733.0,3.0,4.0,3+,"Sector 104 Gurgaon, Gurgaon, Haryana",4.0,Relatively New,"The flat is brand new, never been lived in.",2072.0,0.0,1.0,0.0,0.0,0.0,1.0,21.0
2 BHK Flat in Sohna,flat,silverglades the melia,sector 1,0.75,5555.0,2.0,2.0,2,"Sohna, Gurgaon, Haryana",4.0,Moderately Old,Residential apartment for sell.The property comes with a good construction quality which ages 5-10 years old propertylocated in sohna.Property is built in 1350.00 sq.Ft.(Builtup area)  the property has 2 bedrooms with 2 bathrooms .Available at an expected price of rs 7500000.Located on 4th floor out of the 17,1350.0,0.0,0.0,0.0,0.0,0.0,1.0,56.0
4 BHK Flat in Sector 99 Gurgaon,flat,vatika sovereign park,sector 99,3.25,9672.0,4.0,4.0,3+,"Sector 99 Gurgaon, Gurgaon, Haryana",2.0,New Property,Garden facing on the second floor,3041.0,0.0,1.0,0.0,0.0,0.0,1.0,53.0
2 BHK Flat in Sohna,flat,eldeco accolade,sector 1,1.1,7549.0,2.0,2.0,3+,"Sohna, Gurgaon, Haryana",17.0,Relatively New,"17 floor out of 18th. 2.5 bhk semi-Furnished, abundent sunlight throghout day, club and pool facing flat with lushgreen aravali view available for sale. 24x7 powerback, badminton and tennis court, basketball ground, very close to local market. Genuine buyers may contact directly.",1319.0,1.0,0.0,0.0,0.0,1.0,2.0,52.0
3 BHK Flat in Sector 86 Gurgaon,flat,microtek greenburg,sector 86,1.45,9797.0,3.0,2.0,3,"Sector 86 Gurgaon, Gurgaon, Haryana",8.0,Relatively New,"New property , just inaugurated in march 23",1480.0,0.0,0.0,0.0,0.0,0.0,2.0,112.0
4 BHK Flat in Sector 99 Gurgaon,flat,vatika sovereign park,sector 99,3.2,9922.0,4.0,4.0,0,"501, Tower - L, Sector 99 Gurgaon, Gurgaon, Haryana",5.0,Under Construction,Residential apartment for sell.Located in sector 99 gurgaon.Property is built in 3225.00 sq.Ft.(Builtup area)  it is a unfurnished property.The property has 4 bedrooms with 4 bathrooms .Available at an expected price of rs 32000000.Located on 5th floor out of the 12,3225.0,0.0,0.0,0.0,0.0,0.0,1.0,54.0
2 BHK Flat in Sector 93 Gurgaon,flat,signature global orchard avenue,sector 93,0.4,818.0,2.0,2.0,2,"Sector 93 Gurgaon, Gurgaon, Haryana",11.0,New Property,"Situated in sector-93 gurgaon, gurgaon, signature global orchard avenue is a well planned society that offers a pleasant living experience to its residents. This 2 bhk flat in gurgaon is your opportunity to be a part of this community. Constructed on a carpet area of 543 sq.Ft., the flat comprises 2 bathrooms and 2 balconies. The flat building has a total of 14 floors and this property is situated on 11th floor. Being a ready to move project, you can expect immediate possession of this 0-1 year(s) old property.",604.0,0.0,0.0,0.0,0.0,0.0,2.0,34.0
2 BHK Flat in Sector 89 Gurgaon,flat,smart world gems,sector 89,0.95,8600.0,2.0,2.0,2,"O 118d, Sector 89 Gurgaon, Gurgaon, Haryana",4.0,New Property,Smartworld gem4 th floor new construction,1226.0,1.0,1.0,0.0,0.0,0.0,1.0,60.0
3 BHK Flat in Sector 102 Gurgaon,flat,shapoorji pallonji joyville gurugram,sector 102,2.12,11447.0,3.0,3.0,3,"Sector 102 Gurgaon, Gurgaon, Haryana",9.0,New Property,"Shapoorji only project in ncr, maven construction , facing 200 hooda park, best sector on dwarka expressway to live as it is free from any village site, direct connectivity to honda chownk from main gate of society, walking distance from dwarka express way, dps school and hospital",1571.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0
3 BHK Flat in Sector 93 Gurgaon,flat,spaze privvy the address,sector 93,1.45,8033.0,3.0,4.0,2,"Sector 93 Gurgaon, Gurgaon, Haryana",12.0,Relatively New,"3 side open corner flat. Full of natural sunlight and very well cross-Ventilated, furnished flat and very well maintained. The owner is living in the flat.",1350.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0
2 BHK Flat in Sector 69 Gurgaon,flat,surendra avenue 69,sector 69,0.75,6818.0,2.0,2.0,2,"Sector 69 Gurgaon, Gurgaon, Haryana",4.0,Moderately Old,Residential apartment for sell.Located in sector 69 gurgaon.It is a furnished property.The property has 2 bedrooms with 2 bathrooms .Property is built in 1100.00 sq.Ft.(Builtup area)  available at an expected price of rs 7500000.Located on 4th floor out of the 4 the property comes with a good construction quality which ages 5-10 years old property,1100.0,0.0,0.0,0.0,0.0,0.0,2.0,45.0
3 BHK Flat in Sector 79 Gurgaon,flat,godrej,sector 79,2.0,8453.0,3.0,4.0,3+,"Sector 79 Gurgaon, Gurgaon, Haryana",2.0,Relatively New,"Made with personal taste. Hitachi ac, faber chimney & stove, ao smith geysers, atomberg fans, extensive lighting",2629.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5 BHK Flat in Sector 82A Gurgaon,flat,dlf the primus,sector 82,3.5,13430.0,5.0,5.0,3+,"Sector 82A Gurgaon, Gurgaon, Haryana",14.0,Relatively New,Interior done. House with big study or servant room,2896.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2 BHK Flat in DLF Phase 4,flat,dlf regency park,sector 24,1.91,16608.0,2.0,2.0,2,"DLF Phase 4, Gurgaon, Haryana",11.0,New Property,"A fully furnished luxury 2 bhk for sale with 40+lacs spent on interiors.
Comes with top notch furniture, designer sofa, italian marble designer dining table, unique center table, tv unit, modular hettich kitchen, bathtub, shower panel, designer king size beds with side tables, chandeliers, split ac's, fridge, chimney, hobb, microwave, geysers, etc.Please call only if having 1.90 cr budget.Thanks",1278.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3 BHK Flat in Sector 37D Gurgaon,flat,ramprastha the edge towers,sector 37,1.0,5649.0,3.0,3.0,3+,"Sector 37D Gurgaon, Gurgaon, Haryana",13.0,Moderately Old,It semi- Furnished wardrobes and modular kitchen,1602.0,0.0,0.0,0.0,0.0,0.0,1.0,46.0
3 BHK Flat in Sector-33 Sohna,flat,central park flower valley,sector 33,1.4,2393.0,3.0,3.0,3,"Sector-33 Sohna, Gurgaon, Haryana",2.0,Under Construction,"Well maintained, 24 hours security. Playing ground, room are spacious, all area are decorated with flowers. Golf ground, long tennis, basketball and badminton grounds are available. For kids swing are available.",588.0,0.0,0.0,0.0,0.0,0.0,1.0,59.0
2 BHK Flat in Sohna,flat,gls arawali homes,sector 1,0.35,778.0,2.0,2.0,2,"502, Sohna, Gurgaon, Haryana",5.0,Relatively New,The flat is full furnished and ready to move,556.0,0.0,0.0,0.0,0.0,0.0,1.0,39.0
2 BHK Flat in Sector 104 Gurgaon,flat,godrej summit,sector 104,0.82,1095.0,2.0,2.0,3,"Sector 104 Gurgaon, Gurgaon, Haryana",12.0,Relatively New,Unleash your creativity and design your dream home with our spacious 2.5bhk flat on the 12th floor of godrej summit. The possibilities are endless with this blank canvas - Add your personal touch and create a space that's uniquely yours. Don't miss out on this opportunity to make your dream home a reality!,86.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
2 BHK Flat in Sohna,flat,ashiana anmol,sector 1,0.88,1236.0,2.0,2.0,2,"Sohna, Gurgaon, Haryana",13.0,Relatively New,"Fully furnished flat with southfacing balconies and modular kitchen, power backup, kid centric homes with lots of activities for all age groups, tennis court, swimming pool, daily activities for adults. Ready to move in flat with all amenities which is available immediately",1016.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2 BHK Flat in Sector 65 Gurgaon,flat,m3m heights,sector 65,1.9,13991.0,2.0,2.0,2,"Sector 65, Sector 65 Gurgaon, Gurgaon, Haryana",40.0,Relatively New,Best in class property available at sector 65 location in gurgaon,1358.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2 BHK Flat in Sohna,flat,mvn athens,sector 1,0.26,601.0,2.0,2.0,1,"Tower 8, Apartment No 506, Sohna, Gurgaon, Haryana",5.0,Relatively New,"It is gated community with 24x7 security facilities round the clock. Located near sohna city within 1 km radius. Facing towards open fields, thus making a good scenery. Environmental friendly atmosphere.",535.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2 BHK Flat in Sohna,flat,gls arawali homes,sector 1,0.27,521.0,2.0,2.0,2,"Sohna, Gurgaon, Haryana",1.0,New Property,Residential apartment for sell.The property has 2 bedrooms with 2 bathrooms .It is a semifurnished property.Located in sohna.Available at an expected price of rs 2700000.Located on 1st floor out of the 13 the property comes with a good construction quality which ages 0-1 years old property.,640.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0
2 BHK Flat in Sector 81 Gurgaon,flat,signature global city 81,sector 81,0.89,8279.0,2.0,2.0,2,"Sector 81 Gurgaon, Gurgaon, Haryana",3.0,Under Construction,"Payment in quaterly installments , to pays apprx 40 lac immediately. Rest in 3 monthy installments.",1194.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
3 BHK Flat in Sector 86 Gurgaon,flat,ansal heights 86,sector 86,0.9,5325.0,3.0,3.0,2,"Sector 86,gurgaon, Sector 86 Gurgaon, Gurgaon, Haryana",10.0,New Property,Details can be seen on website,1690.0,0.0,0.0,0.0,0.0,0.0,2.0,58.0
3 BHK Flat in Sector 37D Gurgaon,flat,ramprastha the edge towers,sector 37,1.1,5528.0,3.0,3.0,3,"Sector 37d, Delhi Gurgaon Expressway, Sector 37D Gurgaon, Gurgaon, Haryana",9.0,Relatively New,Best in class property available at sector 37d location in gurgaon,1990.0,0.0,0.0,0.0,0.0,0.0,1.0,51.0
2 BHK Flat in Sector 89 Gurgaon,flat,smart world gems,sector 89,0.95,8903.0,2.0,2.0,2,"Sector 89 Gurgaon, Gurgaon, Haryana",1.0,Under Construction,"First floor, green facing, vast complaint",804.0,1.0,0.0,0.0,0.0,0.0,1.0,28.0
2 BHK Flat in Sector 90 Gurgaon,flat,green court,sector 90,0.47,757.0,2.0,2.0,1,"Sector 90 Gurgaon, Gurgaon, Haryana",0.0,New Property,"Park facing, only 04 flats on floor, both side open , covered parking,",767.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
2 BHK Flat in Sohna,flat,mvn athens,sector 1,0.27,656.0,2.0,2.0,1,"Flat 002, Tower 5, Sohna, Gurgaon, Haryana",0.0,Relatively New,"Well furnished 2bhk in secured society, already more than 300 families are living there.",508.0,0.0,0.0,0.0,0.0,0.0,2.0,45.0
2 BHK Flat in Sector 79 Gurgaon,flat,supertech araville,sector 79,0.95,6209.0,2.0,2.0,3,"Sector 79 Gurgaon, Gurgaon, Haryana",7.0,New Property,"Right next to the new golf course road, m3m antalya",1385.0,1.0,0.0,0.0,0.0,0.0,2.0,105.0
3 BHK Flat in Sector 78 Gurgaon,flat,umang monsoon breeze,sector 78,1.15,5284.0,3.0,3.0,3,"Sector 78 Gurgaon, Gurgaon, Haryana",9.0,Moderately Old,"We are the proud owners of this 3 bhk apartment available in umang monsoon breeze, sector 78 gurgaon. This house is at an enviable location. You can see the main colony entrance on one side, the pool and club on the other.Unhindered natural light and ventilation. We boast of a feature in short supply - Parking slot. Over that two slots.One of the only two houses with an owned, open terrace.This unit, on priority location, is on 9th floor and has a super built-Up area of 2176 sq.Ft. It has 3 bathrooms, servant room with bathroom, 3 balconies and a big unique owned terrace. The ownership is freehold, without any loan, mortgage. No tenants. All dues paid till date.Club membership included.",1969.0,0.0,1.0,0.0,0.0,1.0,1.0,51.0
3 BHK Flat in Sector 37C Gurgaon,flat,ild greens,sector 33,0.9,5614.0,3.0,3.0,3,"Ground Floor, Sector 37C Gurgaon, Gurgaon, Haryana",0.0,Under Construction,"Good location with hospital, school close by.",1500.0,0.0,0.0,0.0,0.0,0.0,1.0,44.0
3 BHK Flat in Sector 109 Gurgaon,flat,brisk lumbini terrace homes,sector 109,1.5,6616.0,3.0,3.0,1,"Sector 109 Gurgaon, Gurgaon, Haryana",4.0,New Property,One of the best location of dwarka expressway,2519.0,0.0,1.0,0.0,0.0,0.0,2.0,69.0
3 BHK Flat in Sector 12 Gurgaon,flat,bhagwati sadan,sector 12,1.15,5500.0,3.0,4.0,2,"Mianwali Colony, Sector 12, Gurgaon, Sector 12 Gurgaon, Gurgaon, Haryana",2.0,Old Property,"Check out this 3 bhk apartment for sale in sector 12, gurgaon. This property is posted by owner and thus there is no need to pay any broker amount. This 3 bhk apartment is perfect for a modern-Day lifestyle. Sector 12 is a promising location in gurgaon and this is one of the finest properties in the area. Buy this apartment for sale now. It is located on floor 2. The total number of floors in this project is 2. The propertys price is rs 1.1 cr. Residents in this property pay rs 0 towards maintenance. This property is a modern-Day abode, with 2000 square feet built-Up area. The unit has 3 bedrooms and 3 bathroom. Educational institutions are closeby with schools such as focuss academy for defence exams : Nda coaching in gurgaon i cds i ctet i kvs i dsssb coaching, scr public school, and e-World- Best ielts training gurgaon l spoken english coaching l english speakings nearby. Healthcare centres such as centre for sight eye hospital, miracles mediclinic, and shivam hospital are also easily accessible bhagwati sadan mianwali colony, sector 12, gurgaon",2000.0,0.0,1.0,0.0,0.0,1.0,2.0,44.0
4 BHK Flat in Sector 99 Gurgaon,flat,assotech blith,sector 99,1.9,6702.0,4.0,4.0,3+,"Sector 99, Sector 99 Gurgaon, Gurgaon, Haryana",2.0,New Property,Best in class property available at sector 99 location in gurgaon,2835.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0
3 BHK Flat in Mehrauli Gurgaon Road,flat,essel towers,sector 28,2.2,12500.0,3.0,4.0,3+,"Mehrauli Gurgaon Road, Mehrauli Gurgaon Road, Gurgaon, Haryana",3.0,Relatively New,Best in class property available at mehrauli gurgaon road location in gurgaon,1956.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3 BHK Flat in Mehrauli Gurgaon Road,flat,essel towers,sector 28,2.2,12500.0,3.0,4.0,3+,"Mehrauli Gurgaon Road, Mehrauli Gurgaon Road, Gurgaon, Haryana",3.0,Relatively New,Best in class property available at mehrauli gurgaon road location in gurgaon,1956.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
6 BHK Flat in Sector 70 Gurgaon,flat,tulip ivory,sector 70,5.0,10416.0,6.0,7.0,3+,"Sector 70 Gurgaon, Gurgaon, Haryana",0.0,Relatively New,"It is new unused property park facing with kitchen garden and backyard fully furnished 6bhk with drawing,dining,study servant room with 7 washrooms.",5333.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
2 BHK Flat in Sector 84 Gurgaon,flat,antriksh heights,sector 84,0.85,5556.0,2.0,2.0,3,"Antriksh Height, Sector 84 Gurgaon, Gurgaon, Haryana",10.0,New Property,"Residential apartment for sell.Located in sector-84 gurgaon.It is a unfurnished property.The property has 2 bedrooms, with 2 bathrooms .Available at an expected price of 75 lac.Located on 10th of the 21 floors .It is a freehold property.The property comes with a good construction quality which ages,0 to 1 year old",1222.0,1.0,0.0,0.0,0.0,1.0,1.0,57.0
